archivo,exret
2_naftrac_2013-07-01_2013-11-04_90_predicciones.csv,-0.048719530032424685
3_naftrac_2013-11-05_2014-03-20_90_predicciones.csv,-0.029363344045099993
4_naftrac_2014-03-21_2014-07-31_90_predicciones.csv,-0.013424614809762245
5_naftrac_2014-08-04_2014-12-23_90_predicciones.csv,0.06282820947263772
6_naftrac_2014-12-24_2015-05-19_90_predicciones.csv,-0.005934442418037374
7_naftrac_2015-05-20_2015-09-24_90_predicciones.csv,-0.033493532355412296
8_naftrac_2015-09-28_2016-02-10_90_predicciones.csv,-0.012628044985749692
9_naftrac_2016-02-11_2016-06-27_90_predicciones.csv,-2.0816681711721685e-17
10_naftrac_2016-06-28_2016-11-09_90_predicciones.csv,-4.163336342344337e-17
11_naftrac_2016-11-10_2017-03-23_90_predicciones.csv,0.007503721276349629
12_naftrac_2017-03-27_2017-08-04_90_predicciones.csv,-6.245004513516506e-17
13_naftrac_2017-08-07_2017-12-15_90_predicciones.csv,-4.163336342344337e-17
14_naftrac_2017-12-18_2018-05-02_90_predicciones.csv,0.00039369897000018916
15_naftrac_2018-05-03_2018-09-05_90_predicciones.csv,-9.020562075079397e-17
16_naftrac_2018-09-06_2019-01-21_90_predicciones.csv,0.01101985692794985
