archivo,totret
2_naftrac_2013-07-01_2013-11-04_90_predicciones.csv,-4871.953003242468
3_naftrac_2013-11-05_2014-03-20_90_predicciones.csv,-6369.387443599994
4_naftrac_2014-03-21_2014-07-31_90_predicciones.csv,5902.9062404625465
5_naftrac_2014-08-04_2014-12-23_90_predicciones.csv,-2940.4078105787157
6_naftrac_2014-12-24_2015-05-19_90_predicciones.csv,4674.287699092528
7_naftrac_2015-05-20_2015-09-24_90_predicciones.csv,-9545.937911787461
8_naftrac_2015-09-28_2016-02-10_90_predicciones.csv,803.5712405000561
9_naftrac_2016-02-11_2016-06-27_90_predicciones.csv,4230.522651566249
10_naftrac_2016-06-28_2016-11-09_90_predicciones.csv,3669.547938362516
11_naftrac_2016-11-10_2017-03-23_90_predicciones.csv,8430.212326124974
12_naftrac_2017-03-27_2017-08-04_90_predicciones.csv,3875.3280010612734
13_naftrac_2017-08-07_2017-12-15_90_predicciones.csv,-4652.669155078725
14_naftrac_2017-12-18_2018-05-02_90_predicciones.csv,39.369897000018916
15_naftrac_2018-05-03_2018-09-05_90_predicciones.csv,4332.059424000012
16_naftrac_2018-09-06_2019-01-21_90_predicciones.csv,-9546.253562292495
