archivo,totret
2_naftrac_2013-07-01_2013-11-04_90_predicciones.csv,6326.104185715042
3_naftrac_2013-11-05_2014-03-20_90_predicciones.csv,461.6267638075211
4_naftrac_2014-03-21_2014-07-31_90_predicciones.csv,20622.763061417594
5_naftrac_2014-08-04_2014-12-23_90_predicciones.csv,248.75725791376757
6_naftrac_2014-12-24_2015-05-19_90_predicciones.csv,8084.767203773713
7_naftrac_2015-05-20_2015-09-24_90_predicciones.csv,-6331.09087448499
8_naftrac_2015-09-28_2016-02-10_90_predicciones.csv,2870.883149860026
9_naftrac_2016-02-11_2016-06-27_90_predicciones.csv,4230.522651566249
10_naftrac_2016-06-28_2016-11-09_90_predicciones.csv,4430.805898927526
11_naftrac_2016-11-10_2017-03-23_90_predicciones.csv,5773.313878403763
12_naftrac_2017-03-27_2017-08-04_90_predicciones.csv,3432.5169199475035
13_naftrac_2017-08-07_2017-12-15_90_predicciones.csv,-6768.384515814973
14_naftrac_2017-12-18_2018-05-02_90_predicciones.csv,3849.332985472498
15_naftrac_2018-05-03_2018-09-05_90_predicciones.csv,2236.273930247501
16_naftrac_2018-09-06_2019-01-21_90_predicciones.csv,-10115.916806176228
